Extract_ID	Sample_ID	Extract_Type	Extract_Date	Extracted_By	Extract_Conc_ng_uL	Extract_Kit	Extract_Box	Extract_Notes
DNA1-JAR-2-DRS	JAR-2-DRS	DNA	2023-08-08	SA	5.6	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6	
DNA1-JAR-2-MGE	JAR-2-MGE	DNA	2023-08-08	SA	5.2	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6	
DNA1-BUD-16-DRS	BUD-16-DRS	DNA	2023-08-08	SA	27	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6	
DNA1-BUD-16-MGE	BUD-16-MGE	DNA	2023-08-08	SA	0.39	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6	
DNA1-LAM-36-MGE	LAM-36-MGE	DNA	2023-08-08	SA	2.84	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6	
DNA1-IVY-41-DRS	IVY-41-DRS	DNA	2023-08-08	SA	15	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6	
DNA1-IVY-41-MGE	IVY-41-MGE	DNA	2023-08-08	SA	8.1	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6	
DNA1-OPH-44-DRS	OPH-44-DRS	DNA	2023-08-08	SA	28	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6	
DNA1-OPH-44-MGE	OPH-44-MGE	DNA	2023-08-08	SA	5.8	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6	
DNA1-HAM-58-DRS	HAM-58-DRS	DNA	2023-08-08	SA	14	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6	
DNA1-HAM-58-MGE	HAM-58-MGE	DNA	2023-08-08	SA	8.8	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6	
DNA1-HEN-67-DRS	HEN-67-DRS	DNA	2023-08-08	SA	18	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6	
DNA1-HEN-67-MGE	HEN-67-MGE	DNA	2023-08-08	SA	10	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6	
DNA1-CHA-70-DRS	CHA-70-DRS	DNA	2023-08-08	SA	44	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6	
DNA1-CHA-70-MGE	CHA-70-MGE	DNA	2023-08-08	SA	9.9	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6	
DNA1-OPH-2-DRS	OPH-2-DRS	DNA	2023-08-18	SA	31	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6	
DNA1-OPH-2-MGE	OPH-2-MGE	DNA	2023-08-18	SA	3.51	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6	
DNA1-HAM-17-DRS	HAM-17-DRS	DNA	2023-08-18	SA	50	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6	
DNA1-HAM-17-MGE	HAM-17-MGE	DNA	2023-08-18	SA	9.5	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6	
DNA1-FRA-36-MGE	FRA-36-MGE	DNA	2023-08-18	SA	1.1	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6	
DNA1-CHA-41-DRS	CHA-41-DRS	DNA	2023-08-18	SA	58	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6	
DNA1-CHA-41-MGE	CHA-41-MGE	DNA	2023-08-18	SA	1.08	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6	
DNA1-WOL-44-DRS	WOL-44-DRS	DNA	2023-08-18	SA	106	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6	
DNA1-WOL-44-MGE	WOL-44-MGE	DNA	2023-08-18	SA	7	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6	
DNA1-HER-58-DRS	HER-58-DRS	DNA	2023-08-18	SA	58	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6	
DNA1-HER-58-MGE	HER-58-MGE	DNA	2023-08-18	SA	24	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6	
DNA1-LAM-67-DRS	LAM-67-DRS	DNA	2023-08-18	SA	3.39	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6	
DNA1-LAM-67-MGE	LAM-67-MGE	DNA	2023-08-18	SA	13	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6	
DNA1-GOO-70-DRS	GOO-70-DRS	DNA	2023-08-18	SA	81	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6	
DNA1-GOO-70-MGE	GOO-70-MGE	DNA	2023-08-18	SA	38	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6	
DNA1-WOL-2-DRS	WOL-2-DRS	DNA	2023-08-18	SA	8.8	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6	
DNA1-WOL-2-MGE	WOL-2-MGE	DNA	2023-08-18	SA	2.18	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6	
DNA1-HER-17-DRS	HER-17-DRS	DNA	2023-08-18	SA	48	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6	
DNA1-HER-17-MGE	HER-17-MGE	DNA	2023-08-18	SA	15	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6	
DNA1-IVY-36-MGE	IVY-36-MGE	DNA	2023-08-18	SA	3.36	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6	
DNA1-GRO-41-DRS	GRO-41-DRS	DNA	2023-08-18	SA	107	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6	
DNA1-GRO-41-MGE	GRO-41-MGE	DNA	2023-08-18	SA	13	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6	
DNA1-KOR-44-DRS	KOR-44-DRS	DNA	2023-08-18	SA	29	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6	
DNA1-KOR-44-MGE	KOR-44-MGE	DNA	2023-08-18	SA	11	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6	
DNA1-OPH-58-DRS	OPH-58-DRS	DNA	2023-08-18	SA	73	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6	
DNA1-OPH-58-MGE	OPH-58-MGE	DNA	2023-08-18	SA	14	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6	
DNA1-JAR-67-DRS	JAR-67-DRS	DNA	2023-08-18	SA	23	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6	
DNA1-JAR-67-MGE	JAR-67-MGE	DNA	2023-08-18	SA	2.2	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6	
DNA1-BUD-69-DRS	BUD-69-DRS	DNA	2023-08-18	SA	2.98	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6	
DNA1-BUD-69-MGE	BUD-69-MGE	DNA	2023-08-18	SA	12	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6	
DNA1-IRI-2-DRS	IRI-2-DRS	DNA	2023-08-29	SA/GC	11	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6	
DNA1-IRI-2-MGE	IRI-2-MGE	DNA	2023-08-29	SA/GC	15	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6	
DNA1-WOL-16-DRS	WOL-16-DRS	DNA	2023-08-29	SA/GC	11	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6	
DNA1-WOL-16-MGE	WOL-16-MGE	DNA	2023-08-29	SA/GC	1.78	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6	
DNA1-CHA-36-MGE	CHA-36-MGE	DNA	2023-08-29	SA/GC	7.2	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6	
DNA1-MAR-41-DRS	MAR-41-DRS	DNA	2023-08-29	SA	21	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6	
DNA1-MAR-41-MGE	MAR-41-MGE	DNA	2023-08-29	SA	6.7	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6	
DNA1-JAR-44-DRS	JAR-44-DRS	DNA	2023-08-29	SA	56	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6	
DNA1-JAR-44-MGE	JAR-44-MGE	DNA	2023-08-29	SA	18	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6	
DNA1-KUB-58-DRS	KUB-58-DRS	DNA	2023-08-29	SA	33	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6	
DNA1-KUB-58-MGE	KUB-58-MGE	DNA	2023-08-29	SA	4.85	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6	
DNA1-HAM-67-DRS	HAM-67-DRS	DNA	2023-08-29	SA	28	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6	
DNA1-HAM-67-MGE	HAM-67-MGE	DNA	2023-08-29	SA	19	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6	
DNA1-MAR-70-DRS	MAR-70-DRS	DNA	2023-08-29	SA	30	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6	
DNA1-MAR-70-MGE	MAR-70-MGE	DNA	2023-08-29	SA	12	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6	
DNA1-HAM-3-DRS	HAM-3-DRS	DNA	2023-08-30	SA/SK	1.39	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6	
DNA1-HAM-3-MGE	HAM-3-MGE	DNA	2023-08-30	SA/SK	20	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6	
DNA1-JAR-17-DRS	JAR-17-DRS	DNA	2023-08-30	SA/SK	51	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6	
DNA1-JAR-17-MGE	JAR-17-MGE	DNA	2023-08-30	SA/SK	12	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6	
DNA1-GRO-36-MGE	GRO-36-MGE	DNA	2023-08-30	SA/SK	23	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6	
DNA1-BUD-41-DRS	BUD-41-DRS	DNA	2023-09-15	SA	3.32	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6	
DNA1-BUD-41-MGE	BUD-41-MGE	DNA	2023-09-15	SA	1.3	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6	
DNA1-KUB-44-DRS	KUB-44-DRS	DNA	2023-09-15	SA	16	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6	
DNA1-KUB-44-MGE	KUB-44-MGE	DNA	2023-09-15	SA	5.1	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6	
DNA1-KOR-58-DRS	KOR-58-DRS	DNA	2023-09-15	SA	7	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6	
DNA1-KOR-58-MGE	KOR-58-MGE	DNA	2023-09-15	SA	14	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6	
DNA1-FRA-67-DRS	FRA-67-DRS	DNA	2023-09-15	SA	6.6	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-FRA-67-MGE	FRA-67-MGE	DNA	2023-09-15	SA	11	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-GRO-70-DRS	GRO-70-DRS	DNA	2023-09-15	SA	21	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-GRO-70-MGE	GRO-70-MGE	DNA	2023-09-15	SA	0.539	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-LAM-2-DRS	LAM-2-DRS	DNA	2023-09-22	SA/MB	6.3	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-LAM-2-MGE	LAM-2-MGE	DNA	2023-09-22	SA/MB	3.22	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-JAR-3-DRS	JAR-3-DRS	DNA	2023-09-22	SA/MB	9.4	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-JAR-3-MGE	JAR-3-MGE	DNA	2023-09-22	SA/MB	7.4	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-GOO-4-DRS	GOO-4-DRS	DNA	2023-09-22	SA/MB	8.9	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-GOO-4-MGE	GOO-4-MGE	DNA	2023-09-22	SA/MB	5.6	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-MAR-37-MGE	MAR-37-MGE	DNA	2023-09-22	SA/MB	19	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-IVY-2-DRS	IVY-2-DRS	DNA	2023-10-04	SA/SK	18	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-IVY-2-MGE	IVY-2-MGE	DNA	2023-10-04	SA/SK	1.24	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-JOA-3-DRS	JOA-3-DRS	DNA	2023-10-04	SA/SK	50	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-JOA-3-MGE	JOA-3-MGE	DNA	2023-10-04	SA/SK	9.6	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-PAD-6-DRS	PAD-6-DRS	DNA	2023-10-04	SA/SK	34	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-PAD-6-MGE	PAD-6-MGE	DNA	2023-10-04	SA/SK	11	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-IRI-11-DRS	IRI-11-DRS	DNA	2023-10-04	SA/SK	52	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-IRI-11-MGE	IRI-11-MGE	DNA	2023-10-04	SA/SK	7.1	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-OPH-17-DRS	OPH-17-DRS	DNA	2023-10-04	SA/SK	29	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-OPH-17-MGE	OPH-17-MGE	DNA	2023-10-04	SA/SK	26	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-LAM-18-DRS	LAM-18-DRS	DNA	2023-10-04	SA/SK	34	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-LAM-18-MGE	LAM-18-MGE	DNA	2023-10-04	SA/SK	4.46	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-HER-19-DRS	HER-19-DRS	DNA	2023-10-04	SA/SK	47	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-HER-19-MGE	HER-19-MGE	DNA	2023-10-04	SA/SK	11	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-MAR-36-MGE	MAR-36-MGE	DNA	2023-10-04	SA/SK	17	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-KOR-20-DRS	KOR-20-DRS	DNA	2023-10-11	SA/SK	10	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-KUB-20-MGE	KUB-20-MGE	DNA	2023-10-11	SA/SK	3.66	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-IRI-29-DRS	IRI-29-DRS	DNA	2023-10-11	SA/SK	47	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-IRI-29-MGE	IRI-29-MGE	DNA	2023-10-11	SA/SK	16	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-KUB-30-DRS	KUB-30-DRS	DNA	2023-10-11	SA/SK	22	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-KUB-30-MGE	KUB-30-MGE	DNA	2023-10-11	SA/SK	1.53	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-HAM-31-DRS	HAM-31-DRS	DNA	2023-10-11	SA/SK	32	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-HAM-31-MGE	HAM-31-MGE	DNA	2023-10-11	SA/SK	13	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-JAR-32-DRS	JAR-32-DRS	DNA	2023-10-11	SA/SK	5.7	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-JAR-32-MGE	JAR-32-MGE	DNA	2023-10-11	SA/SK	5.6	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-BUD-36-MGE	BUD-36-MGE	DNA	2023-10-11	SA/SK	27	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-FRA-44-DRS	FRA-44-DRS	DNA	2023-10-11	SA/SK	9.5	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-FRA-44-MGE	FRA-44-MGE	DNA	2023-10-11	SA/SK	1.47	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-IVY-45-DRS	IVY-45-DRS	DNA	2023-10-11	SA/SK	44	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-IVY-45-MGE	IVY-45-MGE	DNA	2023-10-11	SA/SK	15	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-LAM-46-MGE	LAM-46-MGE	DNA	2023-10-18	SA/SK	15	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-CHA-46-MGE	CHA-46-MGE	DNA	2023-10-18	SA/SK	15	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-GRO-47-MGE	GRO-47-MGE	DNA	2023-10-18	SA/SK	22	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-GIN-47-MGE	GIN-47-MGE	DNA	2023-10-18	SA/SK	2.13	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-IRI-48-MGE	IRI-48-MGE	DNA	2023-10-18	SA/SK	12	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-MAR-48-MGE	MAR-48-MGE	DNA	2023-10-25	SA/SK	12	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-KOR-49-MGE	KOR-49-MGE	DNA	2023-10-25	SA/SK	2.15	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-BUD-49-MGE	BUD-49-MGE	DNA	2023-10-25	SA/SK	0.611	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-KUB-50-MGE	KUB-50-MGE	DNA	2023-10-25	SA/SK	5.7	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-GIN-58-MGE	GIN-58-MGE	DNA	2023-10-25	SA/SK	16	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-GOO-59-MGE	GOO-59-MGE	DNA	2023-10-25	SA/SK	12	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-HEN-59-MGE	HEN-59-MGE	DNA	2023-10-25	SA/SK	2.01	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-WOL-60-MGE	WOL-60-MGE	DNA	2023-10-25	SA/SK	2.33	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-JOA-62-MGE	JOA-62-MGE	DNA	2023-11-01	SA/SK	2.73	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-OPH-63-MGE	OPH-63-MGE	DNA	2023-11-01	SA/SK	0.666	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-HAM-22-MGE	HAM-22-MGE	DNA	2023-11-01	SA/SK	9.6	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-FRA-22-MGE	FRA-22-MGE	DNA	2023-11-01	SA/SK	2.31	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-KUB-24-MGE	KUB-24-MGE	DNA	2023-11-01	SA/SK	7.7	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-GRO-24-MGE	GRO-24-MGE	DNA	2023-11-01	SA/SK	6.8	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-KOR-25-MGE	KOR-25-MGE	DNA	2023-11-01	SA/SK	7.8	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-MAR-25-MGE	MAR-25-MGE	DNA	2023-11-01	SA/SK	1.92	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-WOL-28-MGE	WOL-28-MGE	DNA	2023-11-01	SA/MB	0.372	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-BUD-28-MGE	BUD-28-MGE	DNA	2023-11-01	SA/MB	9.6	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-JOA-28-MGE	JOA-28-MGE	DNA	2023-11-01	SA/MB	24	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-HER-67-MGE	HER-67-MGE	DNA	2023-11-01	SA/MB	11	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-IVY-67-MGE	IVY-67-MGE	DNA	2023-11-01	SA/MB	7.8	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-JAR-68-MGE	JAR-68-MGE	DNA	2023-11-01	SA/MB	8	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-FRA-68-MGE	FRA-68-MGE	DNA	2023-11-01	SA/MB	4.85	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-OPH-69-MGE	OPH-69-MGE	DNA	2023-11-01	SA/MB	2.57	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-CHA-69-MGE	CHA-69-MGE	DNA	2023-11-01	SA/MB	40	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-JOA-36-MGE	JOA-36-MGE	DNA	2023-11-08	SA/SK	16	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-IVY-44-DRS	IVY-44-DRS	DNA	2023-11-08	SA/SK	13	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-IVY-44-MGE	IVY-44-MGE	DNA	2023-11-08	SA/SK	15	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-CHA-44-DRS	CHA-44-DRS	DNA	2023-11-08	SA/SK	25	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-CHA-44-MGE	CHA-44-MGE	DNA	2023-11-08	SA/SK	5.4	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7	
DNA1-JAR-45-DRS	JAR-45-DRS	DNA	2023-11-08	SA/SK	27	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8	
DNA1-JAR-45-MGE	JAR-45-MGE	DNA	2023-11-08	SA/SK	11	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8	
DNA1-FRA-45-DRS	FRA-45-DRS	DNA	2023-11-08	SA/SK	4.15	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8	
DNA1-FRA-45-MGE	FRA-45-MGE	DNA	2023-11-10	SA	43	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8	
DNA1-GOO-46-DRS	GOO-46-DRS	DNA	2023-11-10	SA	17	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8	
DNA1-GOO-46-MGE	GOO-46-MGE	DNA	2023-11-10	SA	21	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8	
DNA1-GRO-46-DRS	GRO-46-DRS	DNA	2023-11-10	SA	8.5	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8	
DNA1-GRO-46-MGE	GRO-46-MGE	DNA	2023-11-10	SA	6.3	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8	
DNA1-LAM-48-DRS	LAM-48-DRS	DNA	2023-11-10	SA	0.935	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8	
DNA1-LAM-48-MGE	LAM-48-MGE	DNA	2023-11-10	SA	3.48	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8	
DNA1-HEN-36-MGE	HEN-36-MGE	DNA	2023-11-15	SA	10	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8	
DNA1-HAM-41-DRS	HAM-41-DRS	DNA	2023-11-15	SA	17	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8	
DNA1-HAM-41-MGE	HAM-41-MGE	DNA	2023-11-15	SA	13	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8	
DNA1-JOA-41-DRS	JOA-41-DRS	DNA	2023-11-15	SA	17	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8	
DNA1-JOA-41-MGE	JOA-41-MGE	DNA	2023-11-15	SA	7.6	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8	
DNA1-IRI-44-DRS	IRI-44-DRS	DNA	2023-11-15	SA	69	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8	
DNA1-IRI-44-MGE	IRI-44-MGE	DNA	2023-11-15	SA	12	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8	
DNA1-GRO-44-DRS	GRO-44-DRS	DNA	2023-11-15	SA	6.4	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8	
DNA1-GRO-44-MGE	GRO-44-MGE	DNA	2023-11-15	SA	26	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8	
DNA1-BUD-48-DRS	BUD-48-DRS	DNA	2023-11-15	SA	2.14	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8	
DNA1-BUD-48-MGE	BUD-48-MGE	DNA	2023-11-15	SA	4.68	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8	
DNA1-HER-49-DRS	HER-49-DRS	DNA	2023-11-15	SA	60	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8	
DNA1-HER-49-MGE	HER-49-MGE	DNA	2023-11-15	SA	24	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8	
DNA1-JAR-49-DRS	JAR-49-DRS	DNA	2023-11-15	SA	10	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8	
DNA1-JAR-49-MGE	JAR-49-MGE	DNA	2023-11-15	SA	2.53	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8	
DNA1-HAM-9-DRS	HAM-9-DRS	DNA	2023-12-12	SA	80	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8	
DNA1-HAM-9-MGE	HAM-9-MGE	DNA	2023-12-12	SA	21	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8	
DNA1-FRA-9-DRS	FRA-9-DRS	DNA	2023-12-12	SA	32	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8	
DNA1-FRA-9-MGE	FRA-9-MGE	DNA	2023-12-12	SA	9.9	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8	
DNA1-HER-11-DRS	HER-11-DRS	DNA	2023-12-12	SA	57	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8	
DNA1-HER-11-MGE	HER-11-MGE	DNA	2023-12-12	SA	12	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8	
DNA1-PAD-11-DRS	PAD-11-DRS	DNA	2023-12-12	SA	53	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8	
DNA1-PAD-11-MGE	PAD-11-MGE	DNA	2023-12-12	SA	11	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8	
DNA1-KUB-14-DRS	KUB-14-DRS	DNA	2023-12-12	SA	62	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8	
DNA1-KUB-14-MGE	KUB-14-MGE	DNA	2023-12-12	SA	5.6	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8	
DNA1-GIN-14-DRS	GIN-14-DRS	DNA	2023-12-12	SA	31	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8	
DNA1-GIN-14-MGE	GIN-14-MGE	DNA	2023-12-12	SA	5.7	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8	
DNA1-KOR-17-DRS	KOR-17-DRS	DNA	2023-12-12	SA	31	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8	
DNA1-KOR-17-MGE	KOR-17-MGE	DNA	2023-12-12	SA	33	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8	
DNA1-GIN-36-MGE	GIN-36-MGE	DNA	2023-12-12	SA	34	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8	
DNA1-HER-37-MGE	HER-37-MGE	DNA	2023-12-19	SA	21	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8	
