ExtractID	ExtractDate	ExtractedBy	ExtractType	ExtractKit	SampleID	ExtractConcentration	ExtractBox	ExtractNotes
DNA1-HAM-1-DRS	5/16/23	SA/AMR	DNA	Quick-DNA Fecal/Soil Microbe	HAM-1-DRS	0.245	DNA Extracts 1	low
DNA1-HAM-1-MGE	5/16/23	SA/AMR	DNA	Quick-DNA Fecal/Soil Microbe	HAM-1-MGE	0	DNA Extracts 1	
DNA1-FRA-17-DRS	5/16/23	SA/AMR	DNA	Quick-DNA Fecal/Soil Microbe	FRA-17-DRS	0.0669	DNA Extracts 1	low
DNA1-FRA-17-MGE	5/16/23	SA/AMR	DNA	Quick-DNA Fecal/Soil Microbe	FRA-17-MGE	0	DNA Extracts 1	
DNA1-HER-29-DRS	5/16/23	SA/AMR	DNA	Quick-DNA Fecal/Soil Microbe	HER-29-DRS	0.0532	DNA Extracts 1	
DNA1-HER-29-MGE	5/16/23	SA/AMR	DNA	Quick-DNA Fecal/Soil Microbe	HER-29-MGE	0.00197	DNA Extracts 1	
DNA1-IVY-43-DRS	5/16/23	SA/AMR	DNA	Quick-DNA Fecal/Soil Microbe	IVY-43-DRS	0.0512	DNA Extracts 1	
DNA1-IVY-43-MGE	5/16/23	SA/AMR	DNA	Quick-DNA Fecal/Soil Microbe	IVY-43-MGE	0	DNA Extracts 1	
DNA1-JAR-57-DRS	5/16/23	SA/AMR	DNA	Quick-DNA Fecal/Soil Microbe	JAR-57-DRS	0.159	DNA Extracts 1	
DNA1-JAR-57-MGE	5/16/23	SA/AMR	DNA	Quick-DNA Fecal/Soil Microbe	JAR-57-MGE	0.00233	DNA Extracts 1	
DNA2-HAM-1-DRS	5/29/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	HAM-1-DRS	0.257	DNA Extracts 1	
DNA2-HAM-1-MGE	5/29/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	HAM-1-MGE	0.422	DNA Extracts 1	
DNA2-FRA-17-DRS	5/29/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	FRA-17-DRS	0.189	DNA Extracts 1	
DNA2-FRA-17-MGE	5/29/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	FRA-17-MGE	0.0965	DNA Extracts 1	
DNA2-HER-29-DRS	5/29/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	HER-29-DRS	0.24	DNA Extracts 1	
DNA2-HER-29-MGE	5/29/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	HER-29-MGE	0.459	DNA Extracts 1	
DNA2-IVY-43-DRS	5/29/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	IVY-43-DRS	0.244	DNA Extracts 1	
DNA2-IVY-43-MGE	5/29/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	IVY-43-MGE	0.167	DNA Extracts 1	
DNA2-JAR-57-DRS	5/29/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	JAR-57-DRS	0.6	DNA Extracts 1	low
DNA2-JAR-57-MGE	5/29/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	JAR-57-MGE	0.187	DNA Extracts 1	
DNA3-HAM-1-DRS	6/2/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	HAM-1-DRS	3.45	DNA Extracts 1	
DNA3-HAM-1-MGE	6/2/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	HAM-1-MGE	0.0431	DNA Extracts 1	
DNA3-FRA-17-DRS	6/2/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	FRA-17-DRS	2.31	DNA Extracts 1	
DNA3-FRA-17-MGE	6/2/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	FRA-17-MGE	0.0304	DNA Extracts 1	
DNA3-HER-29-DRS	6/2/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	HER-29-DRS	1.82	DNA Extracts 1	
DNA3-HER-29-MGE	6/2/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	HER-29-MGE	0.107	DNA Extracts 1	
DNA3-IVY-43-DRS	6/2/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	IVY-43-DRS	2.17	DNA Extracts 1	
DNA3-IVY-43-MGE	6/2/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	IVY-43-MGE	0.108	DNA Extracts 1	
DNA3-JAR-57-DRS	6/2/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	JAR-57-DRS	9.3	DNA Extracts 1	
DNA3-JAR-57-MGE	6/2/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	JAR-57-MGE	0.0413	DNA Extracts 1	
DNA1-KOR-3-DRS	6/6/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	KOR-3-DRS	8.9	DNA Extracts 1	
DNA1-KOR-3-MGE	6/6/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	KOR-3-MGE	8.4	DNA Extracts 1	
DNA1-MAR-17-DRS	6/6/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	MAR-17-DRS	5.5	DNA Extracts 1	
DNA1-MAR-17-MGE	6/6/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	MAR-17-MGE	9.4	DNA Extracts 1	
DNA1-WOL-29-DRS	6/6/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	WOL-29-DRS	1.14	DNA Extracts 1	
DNA1-WOL-29-MGE	6/6/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	WOL-29-MGE	2.05	DNA Extracts 1	
DNA1-JOA-43-DRS	6/6/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	JOA-43-DRS	13	DNA Extracts 1	
DNA1-JOA-43-MGE	6/6/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	JOA-43-MGE	6.6	DNA Extracts 1	
DNA1-IRI-57-DRS	6/6/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	IRI-57-DRS	0.98	DNA Extracts 1	
DNA1-IRI-57-MGE	6/6/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	IRI-57-MGE	7.3	DNA Extracts 1	
DNA1-CHA-7-DRS	6/15/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	CHA-7-DRS	16	DNA Extracts 1	low
DNA1-CHA-7-MGE	6/15/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	CHA-7-MGE	10	DNA Extracts 1	low
DNA1-OPH-15-MGE	6/15/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	OPH-15-MGE	3.59	DNA Extracts 1	
DNA1-PAD-20-DRS	6/15/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	PAD-20-DRS	84	DNA Extracts 1	
DNA1-PAD-20-MGE	6/15/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	PAD-20-MGE	27	DNA Extracts 1	
DNA1-KUB-29-DRS	6/15/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	KUB-29-DRS	45	DNA Extracts 1	
DNA1-KUB-29-MGE	6/15/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	KUB-29-MGE	4.77	DNA Extracts 1	
DNA1-GRO-43-DRS	6/15/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	GRO-43-DRS	48	DNA Extracts 1	
DNA1-GRO-43-MGE	6/15/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	GRO-43-MGE	16	DNA Extracts 1	
DNA1-JOA-1-DRS	6/16/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	JOA-1-DRS	58	DNA Extracts 1	
DNA1-JOA-1-MGE	6/16/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	JOA-1-MGE	49	DNA Extracts 1	
DNA1-GOO-17-DRS	6/16/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	GOO-17-DRS	35	DNA Extracts 1	
DNA1-GOO-17-MGE	6/16/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	GOO-17-MGE	33	DNA Extracts 1	
DNA1-HEN-29-DRS	6/16/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	HEN-29-DRS	42	DNA Extracts 1	
DNA1-HEN-29-MGE	6/16/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	HEN-29-MGE	2.04	DNA Extracts 1	
DNA1-LAM-43-DRS	6/16/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	LAM-43-DRS	2.18	DNA Extracts 1	
DNA1-LAM-43-MGE	6/16/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	LAM-43-MGE	3.63	DNA Extracts 1	
DNA1-GIN-57-DRS	6/16/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	GIN-57-DRS	4.01	DNA Extracts 1	
DNA1-GIN-57-MGE	6/16/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	GIN-57-MGE	7.9	DNA Extracts 1	
DNA1-WOL-1-DRS	6/20/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	WOL-1-DRS	0.859	DNA Extracts 2	
DNA1-WOL-1-MGE	6/20/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	WOL-1-MGE	2.22	DNA Extracts 2	
DNA1-HER-9-DRS	6/20/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	HER-9-DRS	23	DNA Extracts 2	
DNA1-HER-9-MGE	6/20/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	HER-9-MGE	11	DNA Extracts 2	low
DNA1-HEN-17-DRS	6/20/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	HEN-17-DRS	26	DNA Extracts 2	
DNA1-HEN-17-MGE	6/20/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	HEN-17-MGE	21	DNA Extracts 2	
DNA1-JOA-25-DRS	6/20/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	JOA-25-DRS	18	DNA Extracts 2	
DNA1-JOA-25-MGE	6/20/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	JOA-25-MGE	3.61	DNA Extracts 2	
DNA1-IVY-29-DRS	6/20/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	IVY-29-DRS	1.98	DNA Extracts 2	
DNA1-IVY-29-MGE	6/20/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	IVY-29-MGE	1.92	DNA Extracts 2	
DNA1-HAM-33-DRS	6/20/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	HAM-33-DRS	2.66	DNA Extracts 2	
DNA1-HAM-33-MGE	6/20/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	HAM-33-MGE	5.9	DNA Extracts 2	
DNA1-KUB-43-DRS	6/20/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	KUB-43-DRS	71	DNA Extracts 2	
DNA1-KUB-43-MGE	6/20/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	KUB-43-MGE	3.9	DNA Extracts 2	
DNA1-CHA-47-DRS	6/20/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	CHA-47-DRS	88	DNA Extracts 2	
DNA1-CHA-47-MGE	6/20/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	CHA-47-MGE	31	DNA Extracts 2	
DNA1-BUD-57-DRS	6/20/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	BUD-57-DRS	41	DNA Extracts 2	
DNA1-BUD-57-MGE	6/20/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	BUD-57-MGE	3.2	DNA Extracts 2	
DNA1-IRI-69-DRS	6/20/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	IRI-69-DRS	46	DNA Extracts 2	
DNA1-IRI-69-MGE	6/20/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	IRI-69-MGE	22	DNA Extracts 2	
DNA1-HAM-2-DRS	6/22/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	HAM-2-DRS	15	DNA Extracts 2	
DNA1-HAM-2-MGE	6/22/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	HAM-2-MGE	11	DNA Extracts 2	low
DNA1-JAR-9-DRS	6/22/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	JAR-9-DRS	41	DNA Extracts 2	
DNA1-JAR-9-MGE	6/22/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	JAR-9-MGE	8.2	DNA Extracts 2	out
DNA1-CHA-17-DRS	6/22/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	CHA-17-DRS	65	DNA Extracts 2	
DNA1-CHA-17-MGE	6/22/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	CHA-17-MGE	18	DNA Extracts 2	low
DNA1-BUD-27-DRS	6/22/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	BUD-27-DRS	6.2	DNA Extracts 2	
DNA1-BUD-27-MGE	6/22/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	BUD-27-MGE	8.6	DNA Extracts 2	out
DNA1-KOR-29-DRS	6/22/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	KOR-29-DRS	16	DNA Extracts 2	
DNA1-KOR-29-MGE	6/22/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	KOR-29-MGE	8.3	DNA Extracts 2	out
DNA1-WOL-37-MGE	6/22/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	WOL-37-MGE	0.86	DNA Extracts 2	
DNA1-IVY-52-DRS	6/22/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	IVY-52-DRS	24	DNA Extracts 2	
DNA1-IVY-52-MGE	6/22/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	IVY-52-MGE	5.6	DNA Extracts 2	
DNA1-GOO-66-DRS	6/22/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	GOO-66-DRS	17	DNA Extracts 2	
DNA1-GOO-66-MGE	6/22/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	GOO-66-MGE	6.2	DNA Extracts 2	
DNA1-KUB-9-DRS	6/23/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	KUB-9-DRS	59	DNA Extracts 2	
DNA1-KUB-9-MGE	6/23/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	KUB-9-MGE	3.99	DNA Extracts 2	
DNA1-JOA-14-DRS	6/23/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	JOA-14-DRS	7	DNA Extracts 2	
DNA1-JOA-14-MGE	6/23/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	JOA-14-MGE	4.45	DNA Extracts 2	
DNA1-GIN-27-DRS	6/23/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	GIN-27-DRS	14	DNA Extracts 2	
DNA1-GIN-27-MGE	6/23/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	GIN-27-MGE	2.17	DNA Extracts 2	
DNA1-IRI-28-DRS	6/23/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	IRI-28-DRS	35	DNA Extracts 2	
DNA1-IRI-28-MGE	6/23/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	IRI-28-MGE	8.9	DNA Extracts 2	low
DNA1-HAM-37-MGE	6/23/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	HAM-37-MGE	18	DNA Extracts 2	
DNA1-FRA-46-DRS	6/23/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	FRA-46-DRS	8.3	DNA Extracts 2	low
DNA1-FRA-46-MGE	6/23/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	FRA-46-MGE	9.4	DNA Extracts 2	low
DNA1-GRO-49-DRS	6/23/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	GRO-49-DRS	51	DNA Extracts 2	
DNA1-GRO-49-MGE	6/23/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	GRO-49-MGE	19	DNA Extracts 2	
DNA1-WOL-61-DRS	6/23/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	WOL-61-DRS	79	DNA Extracts 2	
DNA1-WOL-61-MGE	6/23/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	WOL-61-MGE	8.9	DNA Extracts 2	low
